timestamp,simulated_time,simulated_hour,source,sensor_id,event_type,train_detected,temperature_C,accel_x,accel_y,accel_z,accel_magnitude,vibration,piezo,damage,life_percent
2026-05-11T13:29:48,2026-05-11T00:00:00,0.0,synthetic_demo,DEMO_SENSOR_01,rest,0,10.942,-0.004366,-0.009283,1.00589,0.01183,0.017852,0.004629,0.08001,91.999
2026-05-11T13:29:49,2026-05-11T00:12:01,0.2,synthetic_demo,DEMO_SENSOR_01,rest,0,10.639,0.004494,-0.003898,0.99871,0.006087,0.023077,0.028927,0.08002,91.998
2026-05-11T13:29:50,2026-05-11T00:24:01,0.4,synthetic_demo,DEMO_SENSOR_01,rest,0,10.731,-0.000919,0.000269,1.00197,0.002191,0.038106,0.029847,0.08003,91.997
2026-05-11T13:29:51,2026-05-11T00:36:05,0.601,synthetic_demo,DEMO_SENSOR_01,rest,0,10.963,0.003808,-0.000913,1.003782,0.005445,0.025727,0.024818,0.08004,91.996
2026-05-11T13:29:52,2026-05-11T00:48:06,0.802,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.042,0.054539,-0.05965,0.966239,0.087592,0.319493,0.359342,0.080221,91.978
2026-05-11T13:29:53,2026-05-11T01:00:07,1.002,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.403,0.236556,0.056284,1.070039,0.253045,1.179806,1.531316,0.081267,91.873
2026-05-11T13:29:54,2026-05-11T01:12:08,1.202,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.8,0.048681,-0.227946,1.218132,0.319235,1.407517,1.748684,0.082502,91.75
2026-05-11T13:29:55,2026-05-11T01:24:09,1.402,synthetic_demo,DEMO_SENSOR_01,rest,0,11.434,-0.007383,-0.004936,0.997455,0.009238,0.029601,0.031062,0.082512,91.749
2026-05-11T13:29:56,2026-05-11T01:36:10,1.603,synthetic_demo,DEMO_SENSOR_01,rest,0,11.951,0.002393,0.011329,1.00436,0.012372,0.018161,0.015582,0.082522,91.748
2026-05-11T13:29:57,2026-05-11T01:48:11,1.803,synthetic_demo,DEMO_SENSOR_01,rest,0,11.36,-0.006505,-0.005299,0.998476,0.008527,0.018745,0.011794,0.082532,91.747
2026-05-11T13:29:58,2026-05-11T02:00:11,2.003,synthetic_demo,DEMO_SENSOR_01,rest,0,12.137,0.008054,0.003873,1.00009,0.008937,0.033905,0.018825,0.082542,91.746
2026-05-11T13:29:59,2026-05-11T02:12:12,2.203,synthetic_demo,DEMO_SENSOR_01,rest,0,12.527,0.011452,0.00542,1.003299,0.013092,0.018271,0.024781,0.082552,91.745
2026-05-11T13:30:00,2026-05-11T02:24:13,2.404,synthetic_demo,DEMO_SENSOR_01,rest,0,12.735,0.009363,0.012272,1.007566,0.017191,0.020571,0.0156,0.082562,91.744
2026-05-11T13:30:01,2026-05-11T02:36:14,2.604,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.989,0.066886,-0.05008,0.981253,0.085634,0.362347,0.331203,0.082756,91.724
2026-05-11T13:30:02,2026-05-11T02:48:14,2.804,synthetic_demo,DEMO_SENSOR_01,train_passage,1,13.028,-0.285188,-0.018112,1.147746,0.321697,1.440915,1.693907,0.083933,91.607
2026-05-11T13:30:03,2026-05-11T03:00:15,3.004,synthetic_demo,DEMO_SENSOR_01,train_passage,1,12.853,-0.171468,-0.190717,0.828067,0.308764,1.407688,1.724377,0.085103,91.49
2026-05-11T13:30:04,2026-05-11T03:12:16,3.204,synthetic_demo,DEMO_SENSOR_01,rest,0,13.366,0.007895,0.000823,1.010862,0.013453,0.028393,0.022231,0.085113,91.489
2026-05-11T13:30:05,2026-05-11T03:24:16,3.404,synthetic_demo,DEMO_SENSOR_01,rest,0,13.738,-0.004713,-0.003525,1.000238,0.00589,0.01468,0.002944,0.085123,91.488
2026-05-11T13:30:06,2026-05-11T03:36:17,3.605,synthetic_demo,DEMO_SENSOR_01,rest,0,14.529,0.000115,0.00732,0.997616,0.007699,0.019901,0.015618,0.085133,91.487
2026-05-11T13:30:07,2026-05-11T03:48:17,3.805,synthetic_demo,DEMO_SENSOR_01,rest,0,14.407,0.011405,-0.003246,1.004755,0.012776,0.037948,0.019238,0.085143,91.486
2026-05-11T13:30:08,2026-05-11T04:00:18,4.005,synthetic_demo,DEMO_SENSOR_01,rest,0,14.285,0.007684,0.011654,0.998681,0.014021,0.02112,0.00648,0.085153,91.485
