timestamp,simulated_time,simulated_hour,source,sensor_id,event_type,train_detected,temperature_C,accel_x,accel_y,accel_z,accel_magnitude,vibration,piezo,damage,life_percent
2026-06-06T21:40:07,2026-06-06T00:00:00,0.0,synthetic_demo,DEMO_SENSOR_01,rest,0,10.824,-0.001696,0.003353,1.003808,0.005349,0.021792,0.016709,0.08001,91.999
2026-06-06T21:40:08,2026-06-06T00:12:01,0.2,synthetic_demo,DEMO_SENSOR_01,rest,0,11.172,0.004496,0.004984,0.994812,0.008483,0.035051,0.020758,0.08002,91.998
2026-06-06T21:40:09,2026-06-06T00:24:02,0.401,synthetic_demo,DEMO_SENSOR_01,rest,0,11.093,-0.003377,-0.008728,0.999324,0.009383,0.031364,0.022341,0.08003,91.997
2026-06-06T21:40:10,2026-06-06T00:36:02,0.601,synthetic_demo,DEMO_SENSOR_01,rest,0,10.929,0.003079,0.002257,0.999225,0.003895,0.021788,0.020713,0.08004,91.996
2026-06-06T21:40:11,2026-06-06T00:48:03,0.801,synthetic_demo,DEMO_SENSOR_01,rest,0,11.047,-0.002848,-0.005745,1.001228,0.006529,0.021976,0.021037,0.08005,91.995
2026-06-06T21:40:12,2026-06-06T01:00:03,1.001,synthetic_demo,DEMO_SENSOR_01,rest,0,11.229,-0.013119,0.009613,1.002536,0.01646,0.027064,0.016062,0.08006,91.994
2026-06-06T21:40:13,2026-06-06T01:12:04,1.201,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.321,0.000648,0.054317,0.932329,0.086777,0.341784,0.316056,0.08027,91.973
2026-06-06T21:40:14,2026-06-06T01:24:04,1.401,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.181,0.141802,-0.059224,1.36639,0.397312,1.086496,1.245652,0.081155,91.885
2026-06-06T21:40:15,2026-06-06T01:36:05,1.601,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.719,-0.280619,0.278527,0.578641,0.577813,1.266785,1.62783,0.082176,91.782
2026-06-06T21:40:16,2026-06-06T01:48:05,1.801,synthetic_demo,DEMO_SENSOR_01,rest,0,11.666,-0.001578,-0.006863,0.998155,0.00728,0.033213,0.020158,0.082186,91.781
2026-06-06T21:40:17,2026-06-06T02:00:06,2.002,synthetic_demo,DEMO_SENSOR_01,rest,0,11.923,0.002172,0.000354,0.999959,0.002201,0.025233,0.021491,0.082196,91.78
2026-06-06T21:40:18,2026-06-06T02:12:07,2.202,synthetic_demo,DEMO_SENSOR_01,rest,0,12.047,0.016118,0.007241,1.000579,0.01768,0.018316,0.01766,0.082206,91.779
2026-06-06T21:40:19,2026-06-06T02:24:07,2.402,synthetic_demo,DEMO_SENSOR_01,rest,0,12.346,-0.013608,-0.000385,0.997784,0.013793,0.034119,0.020173,0.082216,91.778
2026-06-06T21:40:20,2026-06-06T02:36:07,2.602,synthetic_demo,DEMO_SENSOR_01,rest,0,12.555,0.01147,0.001413,0.994393,0.012845,0.012681,0.008794,0.082226,91.777
2026-06-06T21:40:21,2026-06-06T02:48:08,2.802,synthetic_demo,DEMO_SENSOR_01,rest,0,12.8,0.006598,0.008497,0.991536,0.013688,0.03145,0.017393,0.082236,91.776
2026-06-06T21:40:22,2026-06-06T03:00:08,3.002,synthetic_demo,DEMO_SENSOR_01,train_passage,1,12.942,0.003509,-0.009479,0.974492,0.027438,0.33401,0.34711,0.082434,91.757
2026-06-06T21:40:23,2026-06-06T03:12:09,3.203,synthetic_demo,DEMO_SENSOR_01,train_passage,1,13.276,0.287374,0.256283,0.936405,0.390268,1.243956,1.502723,0.083482,91.652
2026-06-06T21:40:24,2026-06-06T03:24:10,3.403,synthetic_demo,DEMO_SENSOR_01,train_passage,1,13.751,0.119471,-0.102298,1.030344,0.160184,1.408442,1.697462,0.084688,91.531
2026-06-06T21:40:25,2026-06-06T03:36:10,3.603,synthetic_demo,DEMO_SENSOR_01,rest,0,13.85,0.003169,0.005345,0.998289,0.006445,0.024385,0.023173,0.084698,91.53
2026-06-06T21:40:26,2026-06-06T03:48:11,3.803,synthetic_demo,DEMO_SENSOR_01,rest,0,14.32,0.006216,-0.01106,1.000378,0.012693,0.023216,0.025321,0.084708,91.529
2026-06-06T21:40:27,2026-06-06T04:00:12,4.003,synthetic_demo,DEMO_SENSOR_01,rest,0,15.081,-0.008583,0.004064,1.006431,0.011469,0.036065,0.010172,0.084718,91.528
2026-06-06T21:40:28,2026-06-06T04:12:12,4.203,synthetic_demo,DEMO_SENSOR_01,rest,0,14.568,0.005017,-0.008906,1.00573,0.011719,0.018093,0.006328,0.084728,91.527
2026-06-06T21:40:29,2026-06-06T04:24:13,4.404,synthetic_demo,DEMO_SENSOR_01,rest,0,15.092,-0.012399,-0.007689,1.006153,0.015834,0.016973,0.014983,0.084738,91.526
2026-06-06T21:40:30,2026-06-06T04:36:13,4.604,synthetic_demo,DEMO_SENSOR_01,rest,0,15.261,-0.006866,0.006164,0.997936,0.009455,0.022537,0.012757,0.084748,91.525
2026-06-06T21:40:31,2026-06-06T04:48:14,4.804,synthetic_demo,DEMO_SENSOR_01,rest,0,15.85,-0.010244,0.002188,1.001193,0.010543,0.028448,0.024631,0.084758,91.524
2026-06-06T21:40:32,2026-06-06T05:00:14,5.004,synthetic_demo,DEMO_SENSOR_01,train_passage,1,16.367,-0.006858,0.043786,1.058787,0.073621,0.297589,0.233721,0.084928,91.507
2026-06-06T21:40:33,2026-06-06T05:12:15,5.204,synthetic_demo,DEMO_SENSOR_01,train_passage,1,16.483,0.027841,-0.138446,0.688786,0.341755,1.463978,1.776955,0.086213,91.379
2026-06-06T21:40:34,2026-06-06T05:24:15,5.404,synthetic_demo,DEMO_SENSOR_01,train_passage,1,16.327,0.196962,-0.183156,1.448657,0.5231,1.41015,1.703441,0.087438,91.256
2026-06-06T21:40:35,2026-06-06T05:36:16,5.604,synthetic_demo,DEMO_SENSOR_01,rest,0,17.577,0.007709,0.00877,1.007131,0.013682,0.012825,0.017784,0.087448,91.255
2026-06-06T21:40:36,2026-06-06T05:48:16,5.804,synthetic_demo,DEMO_SENSOR_01,rest,0,17.313,-0.007703,0.007966,1.001262,0.011153,0.018561,0.026821,0.087458,91.254
2026-06-06T21:40:37,2026-06-06T06:00:17,6.005,synthetic_demo,DEMO_SENSOR_01,rest,0,17.658,0.003525,-0.006164,0.997387,0.007566,0.023946,0.02206,0.087468,91.253
2026-06-06T21:40:38,2026-06-06T06:12:17,6.205,synthetic_demo,DEMO_SENSOR_01,rest,0,18.188,-0.013652,-0.006827,1.001878,0.015379,0.029285,0.014063,0.087478,91.252
2026-06-06T21:40:39,2026-06-06T06:24:18,6.405,synthetic_demo,DEMO_SENSOR_01,rest,0,19.022,0.002368,0.010265,1.003099,0.010981,0.047047,0.014166,0.087488,91.251
2026-06-06T21:40:40,2026-06-06T06:36:19,6.605,synthetic_demo,DEMO_SENSOR_01,rest,0,18.882,0.002673,-0.003237,1.00028,0.004208,0.023427,0.028103,0.087498,91.25
2026-06-06T21:40:41,2026-06-06T06:48:19,6.805,synthetic_demo,DEMO_SENSOR_01,rest,0,19.512,-0.00038,-0.011015,0.996517,0.011559,0.019087,0.023509,0.087508,91.249
2026-06-06T21:40:42,2026-06-06T07:00:20,7.006,synthetic_demo,DEMO_SENSOR_01,rest,0,19.566,-0.000668,0.000958,0.9983,0.002063,0.02534,0.014799,0.087518,91.248
2026-06-06T21:40:43,2026-06-06T07:12:21,7.206,synthetic_demo,DEMO_SENSOR_01,train_passage,1,19.852,0.025136,-0.037563,0.981847,0.048706,0.304756,0.389592,0.087693,91.231
2026-06-06T21:40:44,2026-06-06T07:24:21,7.406,synthetic_demo,DEMO_SENSOR_01,train_passage,1,20.702,0.118314,0.034729,0.924263,0.144708,1.150795,1.377468,0.088667,91.133
2026-06-06T21:40:45,2026-06-06T07:36:22,7.606,synthetic_demo,DEMO_SENSOR_01,train_passage,1,20.705,0.160353,0.235252,1.087712,0.297909,1.400712,1.471113,0.089801,91.02
2026-06-06T21:40:46,2026-06-06T07:48:23,7.806,synthetic_demo,DEMO_SENSOR_01,rest,0,21.277,0.003542,0.00977,1.010953,0.015099,0.031981,0.027518,0.089811,91.019
2026-06-06T21:40:47,2026-06-06T08:00:24,8.007,synthetic_demo,DEMO_SENSOR_01,rest,0,21.48,0.014738,0.006449,1.001356,0.016144,0.030168,0.012225,0.089821,91.018
2026-06-06T21:40:48,2026-06-06T08:12:25,8.207,synthetic_demo,DEMO_SENSOR_01,rest,0,21.896,0.008796,0.016063,1.001877,0.01841,0.02524,0.022905,0.089831,91.017
2026-06-06T21:40:49,2026-06-06T08:24:25,8.407,synthetic_demo,DEMO_SENSOR_01,rest,0,21.954,-0.024465,-0.006243,1.004882,0.025716,0.018624,0.035277,0.089841,91.016
2026-06-06T21:40:50,2026-06-06T08:36:26,8.607,synthetic_demo,DEMO_SENSOR_01,rest,0,22.418,0.000499,-0.002558,1.00057,0.002668,0.032927,0.021729,0.089851,91.015
2026-06-06T21:40:51,2026-06-06T08:48:26,8.807,synthetic_demo,DEMO_SENSOR_01,rest,0,23.091,0.001762,0.004755,1.000652,0.005113,0.038838,0.019195,0.089861,91.014
2026-06-06T21:40:52,2026-06-06T09:00:27,9.008,synthetic_demo,DEMO_SENSOR_01,rest,0,22.957,-0.007102,-0.007013,1.003117,0.010457,0.029378,0.002263,0.089871,91.013
2026-06-06T21:40:53,2026-06-06T09:12:28,9.208,synthetic_demo,DEMO_SENSOR_01,rest,0,22.991,-0.011955,0.001183,0.999454,0.012026,0.02554,0.015635,0.089881,91.012
2026-06-06T21:40:54,2026-06-06T09:24:28,9.408,synthetic_demo,DEMO_SENSOR_01,rest,0,23.278,0.003307,0.004119,0.99908,0.005362,0.022459,0.006405,0.089891,91.011
2026-06-06T21:40:55,2026-06-06T09:36:29,9.608,synthetic_demo,DEMO_SENSOR_01,rest,0,23.762,-0.001813,-0.011791,1.004815,0.012865,0.018737,0.026608,0.089901,91.01
2026-06-06T21:40:56,2026-06-06T09:48:29,9.808,synthetic_demo,DEMO_SENSOR_01,train_passage,1,23.991,-0.0428,-0.017558,1.056818,0.073269,0.414402,0.327211,0.090096,90.99
