timestamp,simulated_time,simulated_hour,source,sensor_id,event_type,train_detected,temperature_C,accel_x,accel_y,accel_z,accel_magnitude,vibration,piezo,damage,life_percent
2026-05-14T20:52:53,2026-05-14T00:00:00,0.0,synthetic_demo,DEMO_SENSOR_01,rest,0,10.857,-0.004761,0.002481,0.993175,0.008684,0.028737,0.018153,0.08001,91.999
2026-05-14T20:52:54,2026-05-14T00:12:01,0.2,synthetic_demo,DEMO_SENSOR_01,rest,0,10.47,0.012949,-0.00621,0.997926,0.01451,0.035186,0.025596,0.08002,91.998
2026-05-14T20:52:55,2026-05-14T00:24:01,0.4,synthetic_demo,DEMO_SENSOR_01,rest,0,10.824,-0.026449,-0.015316,1.006333,0.031212,0.03077,0.017351,0.08003,91.997
2026-05-14T20:52:56,2026-05-14T00:36:02,0.601,synthetic_demo,DEMO_SENSOR_01,rest,0,10.988,0.001151,-0.012807,0.999731,0.012861,0.014003,0.002982,0.08004,91.996
2026-05-14T20:52:57,2026-05-14T00:48:03,0.801,synthetic_demo,DEMO_SENSOR_01,rest,0,11.42,0.000307,0.004858,1.0061,0.007804,0.023306,0.023549,0.08005,91.995
2026-05-14T20:52:58,2026-05-14T01:00:04,1.001,synthetic_demo,DEMO_SENSOR_01,train_passage,1,10.705,-0.008912,-0.00423,1.01267,0.016057,0.297488,0.336901,0.080241,91.976
2026-05-14T20:52:59,2026-05-14T01:12:05,1.201,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.479,-0.196998,-0.150928,1.487922,0.547408,1.39892,1.845581,0.081518,91.848
2026-05-14T20:53:00,2026-05-14T01:24:05,1.401,synthetic_demo,DEMO_SENSOR_01,train_passage,1,11.66,0.210943,-0.033791,1.136441,0.253485,1.234018,1.501847,0.082576,91.742
2026-05-14T20:53:01,2026-05-14T01:36:06,1.602,synthetic_demo,DEMO_SENSOR_01,rest,0,11.848,0.004356,-0.008805,0.987929,0.015563,0.011206,0.023683,0.082586,91.741
2026-05-14T20:53:02,2026-05-14T01:48:07,1.802,synthetic_demo,DEMO_SENSOR_01,rest,0,12.304,-0.003831,-0.000432,1.001621,0.004182,0.036756,0.021166,0.082596,91.74
2026-05-14T20:53:03,2026-05-14T02:00:08,2.002,synthetic_demo,DEMO_SENSOR_01,rest,0,12.26,0.004883,-0.006041,1.003507,0.008523,0.02924,0.006106,0.082606,91.739
2026-05-14T20:53:04,2026-05-14T02:12:09,2.203,synthetic_demo,DEMO_SENSOR_01,rest,0,11.527,0.00188,-0.003097,1.004249,0.005584,0.019321,0.034378,0.082616,91.738
2026-05-14T20:53:05,2026-05-14T02:24:10,2.403,synthetic_demo,DEMO_SENSOR_01,rest,0,12.128,-0.013032,0.006078,1.003428,0.014782,0.0083,0.025567,0.082626,91.737
2026-05-14T20:53:06,2026-05-14T02:36:11,2.603,synthetic_demo,DEMO_SENSOR_01,rest,0,12.355,0.004491,-0.001612,1.004089,0.006284,0.025558,0.011904,0.082636,91.736
2026-05-14T20:53:07,2026-05-14T02:48:12,2.803,synthetic_demo,DEMO_SENSOR_01,rest,0,12.9,-0.013338,-0.003831,1.001558,0.013965,0.027959,0.016437,0.082646,91.735
2026-05-14T20:53:08,2026-05-14T03:00:13,3.004,synthetic_demo,DEMO_SENSOR_01,rest,0,12.912,-0.003915,0.003031,1.007118,0.008671,0.022671,0.02279,0.082656,91.734
2026-05-14T20:53:09,2026-05-14T03:12:14,3.204,synthetic_demo,DEMO_SENSOR_01,train_passage,1,13.169,0.068179,-0.003158,1.035654,0.077004,0.315608,0.391514,0.082821,91.718
2026-05-14T20:53:10,2026-05-14T03:24:15,3.404,synthetic_demo,DEMO_SENSOR_01,train_passage,1,13.833,0.257484,-0.033677,0.576381,0.496875,1.236364,1.531556,0.083912,91.609
2026-05-14T20:53:11,2026-05-14T03:36:16,3.604,synthetic_demo,DEMO_SENSOR_01,train_passage,1,13.932,-0.201793,0.284717,0.495803,0.613188,1.390038,1.711795,0.085035,91.496
2026-05-14T20:53:12,2026-05-14T03:48:18,3.805,synthetic_demo,DEMO_SENSOR_01,rest,0,14.005,0.011487,0.010565,0.99985,0.015608,0.02729,0.02537,0.085045,91.495
2026-05-14T20:53:13,2026-05-14T04:00:19,4.005,synthetic_demo,DEMO_SENSOR_01,rest,0,14.519,0.006103,-0.005166,0.998904,0.008071,0.033765,0.023179,0.085055,91.494
2026-05-14T20:53:14,2026-05-14T04:12:20,4.206,synthetic_demo,DEMO_SENSOR_01,rest,0,14.771,-0.003259,-0.009658,1.001939,0.010376,0.014218,0.025985,0.085065,91.493
2026-05-14T20:53:15,2026-05-14T04:24:21,4.406,synthetic_demo,DEMO_SENSOR_01,rest,0,15.509,0.012051,0.012347,1.003466,0.017598,0.019473,0.006474,0.085075,91.492
2026-05-14T20:53:16,2026-05-14T04:36:22,4.606,synthetic_demo,DEMO_SENSOR_01,rest,0,15.572,0.00493,-0.00064,1.000091,0.004972,0.016691,0.024155,0.085085,91.491
2026-05-14T20:53:17,2026-05-14T04:48:23,4.806,synthetic_demo,DEMO_SENSOR_01,rest,0,15.928,-0.013605,-0.001876,1.009044,0.016445,0.036745,0.020501,0.085095,91.49
2026-05-14T20:53:18,2026-05-14T05:00:24,5.007,synthetic_demo,DEMO_SENSOR_01,rest,0,16.143,0.009864,-0.008079,0.998983,0.01279,0.025302,0.004829,0.085105,91.489
2026-05-14T20:53:19,2026-05-14T05:12:25,5.207,synthetic_demo,DEMO_SENSOR_01,train_passage,1,16.612,-0.007682,-0.069051,1.090391,0.114007,0.37165,0.263759,0.085315,91.468
2026-05-14T20:53:20,2026-05-14T05:24:26,5.407,synthetic_demo,DEMO_SENSOR_01,train_passage,1,16.829,-0.167761,0.218602,1.01077,0.275765,1.200718,1.452139,0.086341,91.366
2026-05-14T20:53:21,2026-05-14T05:36:27,5.607,synthetic_demo,DEMO_SENSOR_01,train_passage,1,17.269,0.315254,-0.240816,1.232785,0.459963,1.186029,1.446608,0.087369,91.263
2026-05-14T20:53:22,2026-05-14T05:48:28,5.808,synthetic_demo,DEMO_SENSOR_01,rest,0,17.89,0.004797,0.01247,1.01002,0.016701,0.030009,0.016485,0.087379,91.262
